"DRXFDCD","DRXFCSD","DRXFCLD",
"91361020.0","FRUIT SAUCE (INCLUDE ALL FRUITS)","Fruit sauce",
"91361040.0","DESSERT SAUCE","Dessert sauce",
"91361050.0","DUCK SAUCE (INCLUDE CHAISNI SAUCE)","Duck sauce",
"91361070.0","PLUM SAUCE, ASIAN STYLE","Plum sauce, Asian style",
"91401000.0","JELLY, ALL FLAVORS","Jelly, all flavors",
"91402000.0","JAM, PRESERVES, ALL FLAVORS","Jam, preserves, all flavors",
"91403000.0","FRUIT BUTTER, ALL FLAVORS (INCLUDE APPLE BUTTER)","Fruit butter, all flavors",
"91404000.0","MARMALADE, ALL FLAVORS","Marmalade, all flavors",
"91405000.0","JELLY, DIETETIC, ALL FLAVORS,SWEETENED W/ ARTIFICIAL SWEETEN","Jelly, dietetic, all flavors, sweetened with artificial sweetener",
"91405500.0","JELLY, REDUCED SUGAR, ALL FLAVORS","Jelly, reduced sugar, all flavors",
"91406000.0","JAM, MARMALADES, ARTIFICIALLY SWEETENED","Jams, preserves, marmalades, dietetic, all flavors, sweetened with artificial sweetener",
"91406500.0","JAM PRESERVES,MARMALADES,SWEET W/ FRUIT JUICE CONC","Jams, preserves, marmalades, sweetened with fruit juice concentrates, all flavors",
"91406600.0","JAMS,PRESERVES,MARMALADES,LOW SUGAR (ALL FLAVORS)","Jams, preserves, marmalades, low sugar (all flavors)",
"91407100.0","GUAVA PASTE","Guava paste",
"91407120.0","SWEET POTATO PASTE","Sweet potato paste",
"91407150.0","BEAN PASTE, SWEETENED","Bean paste, sweetened",
"91408100.0","CHINESE PRESERVED SWEET VEGETABLE","Chinese preserved sweet vegetable",
"91501010.0","GELATIN DESSERT","Gelatin dessert",
"91501015.0","GELATIN SNACKS","Gelatin snacks",
"91501020.0","GELATIN DESSERT W/ FRUIT","Gelatin dessert with fruit",
"91501030.0","GELATIN DESSERT W/ WHIPPED CREAM","Gelatin dessert with whipped cream",
"91501040.0","GELATIN DESSERT W/ FRUIT & WHIPPED CREAM","Gelatin dessert with fruit and whipped cream",
"91501050.0","GELATIN DESSERT W/ CREAM CHEESE","Gelatin dessert with cream cheese",
"91501060.0","GELATIN DESSERT W/ SOUR CREAM","Gelatin dessert with sour cream",
"91501070.0","GELATIN DESSERT W/ FRUIT & SOUR CREAM","Gelatin dessert with fruit and sour cream",
"91501080.0","GELATIN DESSERT W/ FRUIT & CREAM CHEESE","Gelatin dessert with fruit and cream cheese",
"91501090.0","GELATIN DESSERT W/ FRUIT, VEGETABLES, & NUTS","Gelatin dessert with fruit, vegetable, and nuts",
"91501100.0","GELATIN SALAD W/ VEGETABLES","Gelatin salad with vegetables",
"91501110.0","GELATIN DESSERT W/ FRUIT & WHIPPED TOPPING","Gelatin dessert with fruit and whipped topping",
"91501120.0","GELATIN DESSERT W/ FRUIT & VEGETABLES","Gelatin dessert with fruit and vegetables",
"91511010.0","GELATIN DESSERT, DIETETIC, W/ LO CAL SWEETENER","Gelatin dessert, dietetic, sweetened with low calorie sweetener",
"91511020.0","GELATIN DESSERT, DIET, W/ FRUIT, LO CAL SWEETNER","Gelatin dessert, dietetic, with fruit, sweetened with low calorie sweetener",
"91511030.0","GELATIN DESSERT, DIETETIC, W/ WHIPPED TOPPING","Gelatin dessert, dietetic, with whipped topping, sweetened with low calorie sweetener",
"91511050.0","GELATIN DESSERT, DIETETIC, W/ CREAM CHEESE","Gelatin dessert, dietetic, with cream cheese, sweetened with low calorie sweetener",
"91511060.0","GELATIN DESSERT, DIETETIC, W/ SOUR CREAM","Gelatin dessert, dietetic, with sour cream, sweetened with low calorie sweetener",
"91511070.0","GELATIN DESSERT, DIETETIC, W/ FRUIT & SOUR CREAM","Gelatin dessert, dietetic, with fruit and sour cream, sweetened with low calorie sweetener",
"91511080.0","GELATIN DESSERT, DIETETIC, W/ FRUIT & CREAM CHEESE","Gelatin dessert, dietetic, with fruit and cream cheese, sweetened with low calorie sweetener",
"91511090.0","GELATIN DESSERT, DIETETIC, W/ FRUIT & VEGETABLES","Gelatin dessert, dietetic, with fruit and vegetable(s), sweetened with low calorie sweetener",
"91511100.0","GELATIN DESSERT, DIETETIC, W/ VEGETABLES","Gelatin salad, dietetic, with vegetables, sweetened with low calorie sweetener",
"91511110.0","GELATIN DESSERT, DIETETIC, W/ FRUIT & WHIP TOPPING","Gelatin dessert, dietetic, with fruit and whipped topping, sweetened with low calorie sweetener",
"91512010.0","DANISH DESSERT PUDDING","Danish dessert pudding",
"91520100.0","YOOKAN, JAPANESE DESSERT MADE W/ BEAN PASTE & SUGAR","Yookan (Yokan), a Japanese dessert made with bean paste and sugar",
"91550100.0","COCONUT CREAM CAKE, P.R. (BIEN ME SABE)","Coconut cream cake, Puerto Rican style (Bien me sabe, "Tastes good to me")",
"91550300.0","PINEAPPLE CUSTARD, P.R. (FLAN DE PINA)","Pineapple custard, Puerto Rican style (Flan de pina)",
"91560100.0","HAUPIA (COCONUT PUDDING)","Haupia (coconut pudding)",
"91580000.0","GELATIN,FROZ,WHIPPED,ON STICK(INCL JELLO GLTN POPS)","Gelatin, frozen, whipped, on a stick",
"91601000.0","ICE, FRUIT","Ice, fruit",
"91611000.0","ICE POP","Ice pop",
"91611050.0","ICE POP FILLED W/ ICE CREAM, ALL FLAVOR VARIETIES","Ice pop filled with ice cream, all flavor varieties",
"91611100.0","ICE POP, SWEETENED W/ LOW CALORIE SWEETENER","Ice pop, sweetened with low calorie sweetener",
"91621000.0","SNOW CONE","Snow cone",
"91700010.0","CANDY, NFS","Candy, NFS",
"91700500.0","M&M'S ALMOND CHOCOLATE CANDIES","M&M's Almond Chocolate Candies",
"91701010.0","ALMONDS, CHOCOLATE-COVERED","Almonds, chocolate covered",
"91701020.0","ALMONDS, SUGAR-COATED (INCL JORDAN ALMONDS)","Almonds, sugar-coated",
"91701030.0","ALMONDS, YOGURT-COVERED","Almonds, yogurt-covered",
"91702010.0","BUTTERSCOTCH MORSELS","Butterscotch morsels",
"91703010.0","CARAMEL CANDY, CHOC-FLAVOR ROLL (INCL TOOTSIE ROLL)","Caramel, chocolate-flavored roll",
"91703020.0","CARAMEL CANDY, NOT CHOCOLATE","Caramel, flavor other than chocolate",
"91703030.0","CARAMEL CANDY, W/ NUTS","Caramel, with nuts",
"91703040.0","CARAMEL CANDY, CHOCOLATE COVERED","Caramel candy, chocolate covered",
"91703050.0","CARAMEL CANDY, W/ NUTS & CEREAL, CHOCOLATE-COVERED","Caramel with nuts and cereal, chocolate covered",
"91703060.0","CARAMEL CANDY, W/ NUTS, CHOCOLATE-COVERED","Caramel with nuts, chocolate covered",
"91703070.0","ROLOS CANDY","Rolo",
"91703080.0","CARAMEL, ALL FLAVORS, SUGAR FREE","Caramel, all flavors, sugar free",
"91703150.0","TOBLERONE,MILK CHOCOLATE W/ HONEY & ALMOND NOUGAT","Toblerone, milk chocolate with honey and almond nougat",
"91703200.0","TWIX CARAMEL COOKIE BARS","TWIX Caramel Cookie Bars (formerly TWIX Cookie Bars)",
"91703250.0","TWIX CHOCOLATE FUDGE COOKIE BARS","TWIX Chocolate Fudge Cookie Bars",
"91703300.0","TWIX PEANUT BUTTER COOKIE BARS","TWIX Peanut Butter Cookie Bars",
"91703400.0","WHATCHAMACALLIT CANDY","Whatchamacallit",
"91703500.0","NUTS, CAROB-COATED","Nuts, carob-coated",
"91703600.0","ESPRESSO COFFEE BEANS, CHOCOLATE-COVERED","Espresso coffee beans, chocolate-covered",
"91705010.0","MILK CHOCOLATE CANDY, PLAIN","Milk chocolate candy, plain",
"91705020.0","MILK CHOCOLATE CANDY, WITH CEREAL","Milk chocolate candy, with cereal",
"91705030.0","KIT KAT CANDY BAR","Kit Kat",
"91705040.0","CHOCOLATE, MILK, W/ NUTS, NOT ALMONDS OR PEANUTS","Chocolate, milk, with nuts, not almond or peanuts",
"91705050.0","MILK CHOCOLATE CANDY, WITH FRUIT AND NUTS","Milk chocolate candy, with fruit and nuts",
"91705060.0","MILK CHOCOLATE CANDY, WITH ALMONDS","Milk chocolate candy, with almonds",
"91705070.0","CHOCOLATE, MILK, W/ PEANUTS (INCLUDE MR GOODBAR)","Chocolate, milk, with peanuts",
"91705090.0","CHOCOLATE CANDY WITH FONDANT AND CARAMEL","Chocolate candy with fondant and caramel",
"91705200.0","CHOCOLATE, SEMI-SWEET","Chocolate, semi-sweet morsel",
"91705300.0","CHOCOLATE CANDY, SWEET OR DARK","Chocolate, sweet or dark",
"91705310.0","CHOCOLATE, SWEET OR DARK, WITH ALMONDS","Chocolate, sweet or dark, with almonds",
"91705400.0","CHOCOLATE CANDY, WHITE","Chocolate, white",
"91705410.0","CHOCOLATE CANDY, WHITE, W/ ALMONDS","Chocolate, white, with almonds",
"91705420.0","CHOCOLATE, WHITE, W/ CEREAL, CANDY","Chocolate, white, with cereal",
"91705430.0","KIT KAT WHITE","Kit Kat White",
"91705500.0","MEXICAN CHOCOLATE (TABLET)","Mexican chocolate (tablet)",
"91706000.0","COCONUT CANDY, CHOCOLATE-COVERED","Coconut candy, chocolate covered",
"91706100.0","COCONUT CANDY, NO CHOCOLATE COVERING","Coconut candy, no chocolate covering",
"91706400.0","COCONUT CANDY, P.R. STYLE","Coconut candy, Puerto Rican style",
"91707000.0","FONDANT CANDY","Fondant",
"91707010.0","FONDANT CANDY, CHOCOLATE COVERED","Fondant, chocolate covered",
"91708000.0","FRUIT PEEL, CANDIED","Fruit peel, candied",
"91708010.0","FRUIT CANDY BAR","Date candy",
"91708020.0","SOFT FRUIT CONFECTION","Soft fruit confections",
"91708030.0","FRUIT LEATHER / FRUIT SNACKS CANDY","Fruit leather and fruit snacks candy",
"91708040.0","FUN FRUITS CREME SUPREMES CANDY","Fun Fruits Creme Supremes",
"91708070.0","TAMARIND CANDY","Tamarind candy",
"91708100.0","FRUIT SNACKS CANDY W/ HI VIT C","Fruit snacks candy, with high vitamin C",
"91708150.0","YOGURT COVERED FRUIT SNACKS CANDY, W/ ADDED VITAMIN C","Yogurt covered fruit snacks candy, with added vitamin C",
"91708160.0","YOGURT COVERED FRUIT SNACKS CANDY ROLLS, W/ HIGH VITAMIN C","Yogurt covered fruit snacks candy rolls, with high vitamin C",
"91709000.0","GUMDROPS, CHOCOLATE-COVERED","Gumdrops, chocolate covered",
"91713010.0","FUDGE, CHOCOLATE, CHOCOLATE-COATED","Fudge, chocolate, chocolate-coated",
"91713020.0","FUDGE, CHOCOLATE, CHOCOLATE-COATED, W/ NUTS","Fudge, chocolate, chocolate-coated, with nuts",
"91713030.0","FUDGE, CHOCOLATE","Fudge, chocolate",
"91713040.0","FUDGE, CHOCOLATE, W/ NUTS","Fudge, chocolate, with nuts",
"91713050.0","FUDGE, PEANUT BUTTER","Fudge, peanut butter",
"91713060.0","FUDGE, PEANUT BUTTER, W/ NUTS","Fudge, peanut butter, with nuts",
"91713070.0","FUDGE, VANILLA","Fudge, vanilla",
"91713080.0","FUDGE, VANILLA, W/ NUTS","Fudge, vanilla, with nuts",
"91713090.0","FUDGE, DIVINITY","Fudge, divinity",
"91713100.0","FUDGE, BROWN SUGAR (PANUCHI)","Fudge, brown sugar (penuche)",
"91715000.0","FUDGE, CARAMEL AND NUT, CHOCOLATE-COATED CANDY","Fudge, caramel and nut, chocolate-coated candy",
"91715100.0","SNICKERS CANDY BAR","SNICKERS Bar",
"91715200.0","BABY RUTH CANDY BAR","Baby Ruth",
"91715300.0","100 GRAND BAR (INCL $100,000 BAR)","100 GRAND Bar",
"91716010.0","HALVAH, PLAIN","Halvah, plain",
"91716110.0","HALVAH, CHOCOLATE-COVERED","Halvah, chocolate covered",
"91718000.0","HONEY-COMBED HARD CANDY, PEANUT BUTTER","Honey-combed hard candy with peanut butter",
"91718050.0","HONEY-COMBED CANDY, PEANUT BUTTER, CHOC-COVERED","Honey-combed hard candy with peanut butter, chocolate covered",
"91718100.0","BUTTERFINGER CANDY BAR","Butterfinger",
"91718110.0","BUTTERFINGER CRISP","Butterfinger Crisp",
"91718200.0","JIMMIES (INCLUDE CHOCOLATE-FLAVORED SPRINKLES)","Chocolate-flavored sprinkles",
"91718300.0","LADOO, ROUND BALL, ASIAN-INDIAN DESSERT","Ladoo, round ball, Asian-Indian dessert",
"91721000.0","LICORICE CANDY","Licorice",
"91723000.0","MARSHMALLOW","Marshmallow",
"91723010.0","MARSHMALLOW, CHOCOLATE-COVERED","Marshmallow, chocolate covered",
"91723020.0","MARSHMALLOW, CANDY-COATED","Marshmallow, candy-coated",
"91723050.0","MARSHMALLOW, COCONUT-COATED","Marshmallow, coconut-coated",
"91726000.0","NOUGAT CANDY, PLAIN","Nougat, plain",
"91726110.0","NOUGAT CANDY, W/ CARAMEL, CHOCOLATE-COVERED","Nougat, with caramel, chocolate covered",
"91726130.0","MILKY  WAY BAR","MILKY WAY Bar",
"91726140.0","MILKY WAY MIDNIGHT BAR (FORMERLY MILKY WAY DARK BAR)","MILKY WAY MIDNIGHT Bar (formerly MILKY WAY DARK Bar)",
"91726150.0","MARS ALMOND BAR (FORMERLY MARS BAR)","MARS Almond Bar (formerly MARS bar)",
"91726410.0","NOUGAT CANDY, CHOCOLATE-COVERED","Nougat, chocolate covered",
"91726420.0","3 MUSKETEERS BAR","3 MUSKETEERS Bar",
"91726425.0","3 MUSKETEERS TRUFFLE CRISP BAR","3 Musketeers Truffle Crisp Bar",
"91727010.0","NUTS, CHOCOLATE-COVERED, NOT ALMONDS OR PEANUTS","Nuts, chocolate covered, not almonds or peanuts",
"91728000.0","NUT ROLL, FUDGE OR NOUGAT, CARAMEL & NUTS","Nut roll, fudge or nougat, caramel and nuts",
"91728500.0","SUGARED PECANS (SUGAR & EGG WHITE COATING)","Sugared pecans (sugar and egg white coating)",
"91731000.0","PEANUTS, CHOCOLATE-COVERED","Peanuts, chocolate covered",
"91731010.0","M&M'S PEANUT CANDIES","M&M's Peanut Chocolate Candies",
"91731060.0","M&M'S PEANUT BUTTER CHOCOLATE CANDIES","M&M's Peanut Butter Chocolate Candies",
"91731100.0","PEANUTS, SUGAR-COATED","Peanuts, sugar-coated",
"91731150.0","PEANUTS, YOGURT-COVERED","Peanuts, yogurt covered",
"91732000.0","PEANUT CANDY BAR","Peanut bar",
"91732100.0","PLANTERS PEANUT CANDY BAR","Planters Peanut Bar",
"91733000.0","PEANUT BRITTLE","Peanut brittle",
"91733200.0","PEANUT BAR, CHOCOLATE COVERED CANDY","Peanut Bar, chocolate covered candy",
"91734000.0","PEANUT BUTTER CANDY, CHOCOLATE-COVERED","Peanut butter, chocolate covered",
"91734100.0","REESE'S PEANUT BUTTER CUPS","Reese's Peanut Butter Cup",
"91734200.0","REESE'S PIECES CANDY","Reese's Pieces",
"91734300.0","REESE'S STICKS","Reese's Sticks",
"91734400.0","REESE'S FAST BREAK","Reese's Fast Break",
"91734450.0","REESE'S CRISPY CRUNCHY BAR","Reese's Crispy Crunchy Bar",
"91734500.0","PEANUT BUTTER MORSELS CANDY","Peanut butter morsels",
"91735000.0","PRALINES","Pralines",
"91736000.0","PINEAPPLE CANDY, P.R. STYLE","Pineapple candy, Puerto Rican style",
"91739010.0","RAISINS, CHOCOLATE-COVERED","Raisins, chocolate covered",
"91739600.0","RAISINS, YOGURT-COVERED","Raisins, yogurt covered",
"91742010.0","SESAME CRUNCH CANDY (SAHADI)","Sesame Crunch (Sahadi)",
"91745010.0","GUMDROPS","Gumdrops",
"91745020.0","HARD CANDY","Hard candy",
"91745040.0","BUTTERSCOTCH HARD CANDY","Butterscotch hard candy",
"91745100.0","SKITTLES CANDY","Skittles",
"91746010.0","SUGAR-COATED CHOCOLATE DISCS CANDY","Sugar-coated chocolate discs",
"91746100.0","M&M'S MILK CHOCOLATE CANDIES","M&M's Milk Chocolate Candies (formerly M&M's Plain Chocolate Candies)",
"91746120.0","SIXLETS CANDY","Sixlets",
"91746150.0","EASTER EGG, CANDY-COATED CHOCOLATE","Easter egg, candy coated chocolate",
"91746200.0","M&M'S PRETZEL CHOCOLATE CANDIES","M&M's Pretzel Chocolate Candies",
"91750000.0","TAFFY","Taffy",
"91760000.0","TOFFEE, PLAIN","Toffee, plain",
"91760100.0","TOFFEE, CHOCOLATE COVERED (INCL HEATH BAR, SKOR)","Toffee, chocolate covered",
"91760200.0","TOFFEE, CHOCOLATE-COATED, W/ NUTS","Toffee, chocolate-coated, with nuts",
"91760500.0","TRUFFLES","Truffles",
"91760700.0","WAX CANDY, LIQUID FILLED","Wax candy, liquid filled",
"91770000.0","DIETETIC OR  LOW CALORIE CANDY, NFS","Dietetic or low calorie candy, NFS",
"91770010.0","DIETETIC OR LOW CALORIE GUMDROPS","Dietetic or low calorie gumdrops",
"91770020.0","DIETETIC OR LOW CALORIE HARD CANDY","Dietetic or low calorie hard candy",
"91770030.0","DIETETIC OR  LOW CALORIE CANDY, CHOCOLATE-COVERED","Dietetic or low calorie candy, chocolate covered",
"91770050.0","MINTS, DIETETIC OR LOW CALORIE","Dietetic or low calorie mints",
"91800100.0","CHEWING GUM, NFS","Chewing gum, NFS",
"91801000.0","CHEWING GUM, REGULAR","Chewing gum, regular",
"91802000.0","CHEWING GUM, SUGAR FREE","Chewing gum, sugar free",
"92100000.0","COFFEE, NS AS TO TYPE","Coffee, NS as to type",
"92100500.0","COFFEE, NS AS TO BREWED OR INSTANT","Coffee, NS as to brewed or instant",
"92101000.0","COFFEE, BREWED","Coffee, brewed",
"92101500.0","COFFEE, BREWED, BLEND OF REGULAR AND DECAFFEINATED","Coffee, brewed, blend of regular and decaffeinated",
"92101600.0","COFFEE, TURKISH","Coffee, Turkish",
"92101610.0","COFFEE, ESPRESSO","Coffee, espresso",
"92101630.0","COFFEE, ESPRESSO, DECAFFEINATED","Coffee, espresso, decaffeinated",
"92101700.0","COFFEE, BREWED, FLAVORED","Coffee, brewed, flavored",
"92101800.0","COFFEE, CUBAN","Coffee, Cuban",
"92101810.0","COFFEE, MACCHIATO","Coffee, macchiato",
"92101820.0","COFFEE, MACCHIATO, SWEETENED","Coffee, macchiato, sweetened",
"92101850.0","COFFEE, CAFE CON LECHE","Coffee, cafe con leche",
"92101851.0","COFFEE, CAFE CON LECHE, DECAFFEINATED","Coffee, cafe con leche, decaffeinated",
"92101900.0","COFFEE, LATTE","Coffee, Latte",
"92101901.0","COFFEE, LATTE, NONFAT","Coffee, Latte, nonfat",
"92101903.0","COFFEE, LATTE, WITH NON-DAIRY MILK","Coffee, Latte, with non-dairy milk",
"92101904.0","COFFEE, LATTE, FLAVORED","Coffee, Latte, flavored",
"92101905.0","COFFEE, LATTE, NONFAT, FLAVORED","Coffee, Latte, nonfat, flavored",
"92101906.0","COFFEE, LATTE, WITH NON-DAIRY MILK, FLAVORED","Coffee, Latte, with non-dairy milk, flavored",
"92101910.0","COFFEE, LATTE, DECAFFEINATED","Coffee, Latte, decaffeinated",
"92101911.0","COFFEE, LATTE, DECAFFEINATED, NONFAT","Coffee, Latte, decaffeinated, nonfat",
"92101913.0","COFFEE, LATTE, DECAFFEINATED, WITH NON-DAIRY MILK","Coffee, Latte, decaffeinated, with non-dairy milk",
"92101917.0","COFFEE, LATTE, DECAFFEINATED, FLAVORED","Coffee, Latte, decaffeinated, flavored",
"92101918.0","COFFEE, LATTE, DECAFFEINATED, NONFAT, FLAVORED","Coffee, Latte, decaffeinated, nonfat, flavored",
"92101919.0","COFFEE, LATTE, DECAFFEINATED, WITH NON-DAIRY MILK, FLAVORED","Coffee, Latte, decaffeinated, with non-dairy milk, flavored",
"92101920.0","FROZEN COFFEE DRINK","Frozen coffee drink",
"92101921.0","FROZEN COFFEE DRINK, NONFAT","Frozen coffee drink, nonfat",
"92101923.0","FROZEN COFFEE DRINK, WITH NON-DAIRY MILK","Frozen coffee drink, with non-dairy milk",
"92101925.0","FROZEN COFFEE DRINK, WITH WHIPPED CREAM","Frozen coffee drink, with whipped cream",
"92101926.0","FROZEN COFFEE DRINK, NONFAT, WITH WHIPPED CREAM","Frozen coffee drink, nonfat, with whipped cream",
"92101928.0","FROZEN COFFEE DRINK, WITH NON-DAIRY MILK AND WHIPPED CREAM","Frozen coffee drink, with non-dairy milk and whipped cream",
"92101930.0","FROZEN COFFEE DRINK, DECAFFEINATED","Frozen coffee drink, decaffeinated",
"92101931.0","FROZEN COFFEE DRINK, DECAFFEINATED, NONFAT","Frozen coffee drink, decaffeinated, nonfat",
"92101933.0","FROZEN COFFEE DRINK, DECAFFEINATED, WITH NON-DAIRY MILK","Frozen coffee drink, decaffeinated, with non-dairy milk",
"92101935.0","FROZEN COFFEE DRINK, DECAFFEINATED, WITH WHIPPED CREAM","Frozen coffee drink, decaffeinated, with whipped cream",
"92101936.0","FROZEN COFFEE DRINK, DECAFFEINATED, NONFAT, WITH WHIPPED CRE","Frozen coffee drink, decaffeinated, nonfat, with whipped cream",
"92101938.0","FROZEN COFFEE DRINK, DECAFFEINATED, WITH NON-DAIRY MILK AND","Frozen coffee drink, decaffeinated, with non-dairy milk and whipped cream",
"92101950.0","COFFEE, CAFE MOCHA","Coffee, Cafe Mocha",
"92101955.0","COFFEE, CAFE MOCHA, NONFAT","Coffee, Cafe Mocha, nonfat",
"92101960.0","COFFEE, CAFE MOCHA, WITH NON-DAIRY MILK","Coffee, Cafe Mocha, with non-dairy milk",
"92101965.0","COFFEE, CAFE MOCHA, DECAFFEINATED","Coffee, Cafe Mocha, decaffeinated",
"92101970.0","COFFEE, CAFE MOCHA, DECAFFEINATED, NONFAT","Coffee, Cafe Mocha, decaffeinated, nonfat",
"92101975.0","COFFEE, CAFE MOCHA, DECAFFEINATED, WITH NON-DAIRY MILK","Coffee, Cafe Mocha, decaffeinated, with non-dairy milk",
"92102000.0","FROZEN MOCHA COFFEE DRINK","Frozen mocha coffee drink",
"92102010.0","FROZEN MOCHA COFFEE DRINK, NONFAT","Frozen mocha coffee drink, nonfat",
"92102020.0","FROZEN MOCHA COFFEE DRINK, WITH NON-DAIRY MILK","Frozen mocha coffee drink, with non-dairy milk",
"92102030.0","FROZEN MOCHA COFFEE DRINK, WITH WHIPPED CREAM","Frozen mocha coffee drink, with whipped cream",
"92102040.0","FROZEN MOCHA COFFEE DRINK, NONFAT, WITH WHIPPED CREAM","Frozen mocha coffee drink, nonfat, with whipped cream",
